"date","location","variable","value"
2021-03-15,"control","flow_waste",0
2021-03-16,"control","flow_waste",0
2021-03-17,"control","flow_waste",0
2021-03-18,"control","flow_waste",0
2021-03-19,"control","flow_waste",0.55
2021-03-20,"control","flow_waste",0.65
2021-03-21,"control","flow_waste",0.65
2021-03-22,"control","flow_waste",0.69
2021-03-23,"control","flow_waste",0.69
2021-03-24,"control","flow_waste",0.82
2021-03-25,"control","flow_waste",0.73
2021-03-26,"control","flow_waste",0.48
2021-03-27,"control","flow_waste",0.6
2021-03-28,"control","flow_waste",0.5
2021-03-29,"control","flow_waste",0.86
2021-03-30,"control","flow_waste",0.81
2021-03-31,"control","flow_waste",0.3
2021-04-01,"control","flow_waste",0.5
2021-04-02,"control","flow_waste",0.95
2021-04-03,"control","flow_waste",0.84
2021-04-04,"control","flow_waste",0.84
2021-04-05,"control","flow_waste",0.89
2021-04-06,"control","flow_waste",0.81
2021-04-07,"control","flow_waste",0.8
2021-04-08,"control","flow_waste",0.75
2021-04-09,"control","flow_waste",0.87
2021-04-10,"control","flow_waste",0.93
2021-04-11,"control","flow_waste",0.93
2021-04-12,"control","flow_waste",0.91
2021-04-13,"control","flow_waste",0.83
2021-04-14,"control","flow_waste",0.87
2021-04-15,"control","flow_waste",0.9
2021-04-16,"control","flow_waste",0.91
2021-04-17,"control","flow_waste",0.73
2021-04-18,"control","flow_waste",0.73
2021-04-19,"control","flow_waste",0.79
2021-04-20,"control","flow_waste",0.79
2021-04-21,"control","flow_waste",0.82
2021-04-22,"control","flow_waste",0.92
2021-04-23,"control","flow_waste",0.75
2021-04-24,"control","flow_waste",0.88
2021-04-25,"control","flow_waste",0.88
2021-04-26,"control","flow_waste",0.85
2021-04-27,"control","flow_waste",0.77
2021-04-28,"control","flow_waste",0.79
2021-04-29,"control","flow_waste",0.77
2021-04-30,"control","flow_waste",0.72
2021-05-01,"control","flow_waste",0.77
2021-05-02,"control","flow_waste",0.77
2021-05-03,"control","flow_waste",0.64
2021-05-04,"control","flow_waste",0.66
2021-05-05,"control","flow_waste",0.79
2021-05-06,"control","flow_waste",0.79
2021-05-07,"control","flow_waste",0
2021-05-08,"control","flow_waste",0
2021-05-09,"control","flow_waste",0
2021-05-10,"control","flow_waste",0
2021-05-11,"control","flow_waste",0
2021-05-12,"control","flow_waste",0.91
2021-05-13,"control","flow_waste",1.03
2021-05-14,"control","flow_waste",0.82
2021-05-15,"control","flow_waste",0.85
2021-05-16,"control","flow_waste",0.85
2021-05-17,"control","flow_waste",0.85
2021-05-18,"control","flow_waste",0.72
2021-05-19,"control","flow_waste",0.82
2021-05-20,"control","flow_waste",0.87
2021-05-21,"control","flow_waste",1.19
2021-05-22,"control","flow_waste",0.8
2021-05-23,"control","flow_waste",0
2021-05-24,"control","flow_waste",0.75
2021-05-25,"control","flow_waste",0.83
2021-05-26,"control","flow_waste",0.78
2021-05-27,"control","flow_waste",0.84
2021-05-28,"control","flow_waste",0.89
2021-05-29,"control","flow_waste",0.86
2021-05-30,"control","flow_waste",0.86
2021-05-31,"control","flow_waste",0.7
2021-06-01,"control","flow_waste",0.74
2021-06-02,"control","flow_waste",0.97
2021-06-03,"control","flow_waste",0.95
2021-06-04,"control","flow_waste",0.78
2021-06-05,"control","flow_waste",1.01
2021-06-06,"control","flow_waste",1.01
2021-06-07,"control","flow_waste",0.84
2021-06-08,"control","flow_waste",0
2021-06-09,"control","flow_waste",0
2021-06-10,"control","flow_waste",0.85
2021-06-11,"control","flow_waste",0.87
2021-06-12,"control","flow_waste",0.98
2021-06-13,"control","flow_waste",0.98
2021-06-14,"control","flow_waste",1.04
2021-06-15,"control","flow_waste",0
2021-06-16,"control","flow_waste",0
2021-06-17,"control","flow_waste",0
2021-06-18,"control","flow_waste",0
2021-06-19,"control","flow_waste",0
2021-06-20,"control","flow_waste",0
2021-06-21,"control","flow_waste",0
2021-06-22,"control","flow_waste",0.4
2021-06-23,"control","flow_waste",0.45
2021-06-24,"control","flow_waste",0.82
2021-06-25,"control","flow_waste",0.69
2021-06-26,"control","flow_waste",0.65
2021-06-27,"control","flow_waste",0.65
2021-06-28,"control","flow_waste",0
2021-06-29,"control","flow_waste",0
2021-06-30,"control","flow_waste",0
2021-07-01,"control","flow_waste",0
2021-07-02,"control","flow_waste",0.63
2021-07-03,"control","flow_waste",0.71
2021-07-04,"control","flow_waste",0.71
2021-07-05,"control","flow_waste",0.65
2021-07-06,"control","flow_waste",0.54
2021-07-07,"control","flow_waste",0
2021-07-08,"control","flow_waste",0.77
2021-07-09,"control","flow_waste",0.72
2021-07-10,"control","flow_waste",0.68
2021-07-11,"control","flow_waste",0.68
2021-07-12,"control","flow_waste",0.68
2021-07-13,"control","flow_waste",0.78
2021-07-14,"control","flow_waste",0.73
2021-07-15,"control","flow_waste",0.82
2021-07-16,"control","flow_waste",0.73
2021-07-17,"control","flow_waste",0.77
2021-07-18,"control","flow_waste",0.77
2021-07-19,"control","flow_waste",0
2021-07-20,"control","flow_waste",0
2021-07-21,"control","flow_waste",0
2021-07-22,"control","flow_waste",0.77
2021-07-23,"control","flow_waste",0.86
2021-07-24,"control","flow_waste",0.83
2021-07-25,"control","flow_waste",0.83
2021-07-26,"control","flow_waste",0.76
2021-07-27,"control","flow_waste",0.85
2021-07-28,"control","flow_waste",0
2021-07-29,"control","flow_waste",0
2021-07-30,"control","flow_waste",0
2021-07-31,"control","flow_waste",0.91
2021-08-01,"control","flow_waste",0.91
2021-08-02,"control","flow_waste",0.5
2021-08-03,"control","flow_waste",0.69
2021-08-04,"control","flow_waste",0.74
2021-08-05,"control","flow_waste",0
2021-08-06,"control","flow_waste",0.68
2021-08-07,"control","flow_waste",0.25
2021-08-08,"control","flow_waste",0.25
2021-08-09,"control","flow_waste",0.45
2021-08-10,"control","flow_waste",0.81
2021-08-11,"control","flow_waste",0
2021-08-12,"control","flow_waste",0.87
2021-08-13,"control","flow_waste",0.76
2021-08-14,"control","flow_waste",0.69
2021-08-15,"control","flow_waste",0
2021-08-16,"control","flow_waste",0.73
2021-08-17,"control","flow_waste",0.54
2021-08-18,"control","flow_waste",0.47
2021-08-19,"control","flow_waste",0.47
2021-08-20,"control","flow_waste",0.57
2021-08-21,"control","flow_waste",0.47
2021-08-22,"control","flow_waste",0.47
2021-08-23,"control","flow_waste",0.35
2021-08-24,"control","flow_waste",0
2021-08-25,"control","flow_waste",0.7
2021-08-26,"control","flow_waste",0.87
2021-08-27,"control","flow_waste",0.78
2021-08-28,"control","flow_waste",0.64
2021-08-29,"control","flow_waste",0.64
2021-08-30,"control","flow_waste",0.48
2021-08-31,"control","flow_waste",1.14
2021-09-01,"control","flow_waste",1.05
2021-09-02,"control","flow_waste",0.81
2021-09-03,"control","flow_waste",0.96
2021-09-04,"control","flow_waste",1.04
2021-09-05,"control","flow_waste",1.04
2021-09-06,"control","flow_waste",1.08
2021-09-07,"control","flow_waste",0
2021-09-08,"control","flow_waste",0
2021-09-09,"control","flow_waste",0
2021-09-10,"control","flow_waste",0
2021-09-11,"control","flow_waste",0.58
2021-09-12,"control","flow_waste",0.58
2021-09-13,"control","flow_waste",1.1
2021-09-14,"control","flow_waste",1.17
2021-09-15,"control","flow_waste",0
2021-09-16,"control","flow_waste",0.45
2021-09-17,"control","flow_waste",0.7
2021-09-18,"control","flow_waste",0.81
2021-09-19,"control","flow_waste",0.8
2021-09-20,"control","flow_waste",0.7
2021-09-21,"control","flow_waste",0.5
2021-09-22,"control","flow_waste",0.93
2021-09-23,"control","flow_waste",1.14
2021-09-24,"control","flow_waste",0.75
2021-09-25,"control","flow_waste",0.77
2021-09-26,"control","flow_waste",0.77
2021-09-27,"control","flow_waste",0.6
2021-09-28,"control","flow_waste",0.67
2021-09-29,"control","flow_waste",0.92
2021-09-30,"control","flow_waste",0.33
2021-10-01,"control","flow_waste",0.89
2021-10-02,"control","flow_waste",0.94
2021-10-03,"control","flow_waste",0.97
2021-10-04,"control","flow_waste",0.85
2021-10-05,"control","flow_waste",0.61
2021-10-06,"control","flow_waste",0.84
2021-10-07,"control","flow_waste",0.54
2021-10-08,"control","flow_waste",0.77
2021-10-09,"control","flow_waste",0.88
2021-10-10,"control","flow_waste",0.4
2021-10-11,"control","flow_waste",0.37
2021-10-12,"control","flow_waste",0.3
2021-10-13,"control","flow_waste",0.59
2021-10-14,"control","flow_waste",0.78
2021-10-15,"control","flow_waste",0.75
2021-10-16,"control","flow_waste",0.88
2021-10-17,"control","flow_waste",0.88
2021-10-18,"control","flow_waste",0.45
2021-10-19,"control","flow_waste",0.7
2021-10-20,"control","flow_waste",0.63
2021-10-21,"control","flow_waste",0.79
2021-10-22,"control","flow_waste",0.86
2021-10-23,"control","flow_waste",0.64
2021-10-24,"control","flow_waste",0.63
2021-10-25,"control","flow_waste",0.84
2021-10-26,"control","flow_waste",0.78
2021-10-27,"control","flow_waste",0.86
2021-10-28,"control","flow_waste",0.74
2021-10-29,"control","flow_waste",0.88
2021-10-30,"control","flow_waste",0.95
2021-10-31,"control","flow_waste",0.84
2021-11-01,"control","flow_waste",0.85
2021-11-02,"control","flow_waste",0.91
2021-11-03,"control","flow_waste",0.66
2021-11-04,"control","flow_waste",0.77
2021-11-05,"control","flow_waste",0.7
2021-11-06,"control","flow_waste",0.9
2021-11-07,"control","flow_waste",0.93
2021-11-08,"control","flow_waste",0.76
2021-11-09,"control","flow_waste",0.74
2021-11-10,"control","flow_waste",0.62
2021-11-11,"control","flow_waste",0.72
2021-11-12,"control","flow_waste",0.72
2021-11-13,"control","flow_waste",0.72
2021-11-14,"control","flow_waste",0.81
2021-11-15,"control","flow_waste",0.67
2021-11-16,"control","flow_waste",0.5
2021-11-17,"control","flow_waste",0.68
2021-11-18,"control","flow_waste",0.63
2021-11-19,"control","flow_waste",0.92
2021-11-20,"control","flow_waste",0.96
2021-11-21,"control","flow_waste",0.68
2021-11-22,"control","flow_waste",0.76
2021-11-23,"control","flow_waste",0.81
2021-11-24,"control","flow_waste",0
2021-11-25,"control","flow_waste",0.7
2021-11-26,"control","flow_waste",0.82
2021-11-27,"control","flow_waste",0.81
2021-11-28,"control","flow_waste",0.92
2021-11-29,"control","flow_waste",0.79
2021-11-30,"control","flow_waste",0.84
2021-12-01,"control","flow_waste",NA
2021-12-02,"control","flow_waste",NA
2021-12-03,"control","flow_waste",NA
2021-12-04,"control","flow_waste",NA
2021-12-05,"control","flow_waste",NA
2021-12-06,"control","flow_waste",NA
2021-12-07,"control","flow_waste",NA
2021-12-08,"control","flow_waste",NA
2021-12-09,"control","flow_waste",NA
2021-12-10,"control","flow_waste",NA
2021-12-11,"control","flow_waste",NA
2021-12-12,"control","flow_waste",NA
2021-12-13,"control","flow_waste",NA
2021-12-14,"control","flow_waste",NA
2021-12-15,"control","flow_waste",NA
2021-12-16,"control","flow_waste",NA
2021-12-17,"control","flow_waste",NA
2021-12-18,"control","flow_waste",NA
2021-12-19,"control","flow_waste",NA
2021-12-20,"control","flow_waste",NA
2021-12-21,"control","flow_waste",NA
2021-12-22,"control","flow_waste",NA
2021-12-23,"control","flow_waste",NA
2021-12-24,"control","flow_waste",NA
2021-12-25,"control","flow_waste",NA
2021-12-26,"control","flow_waste",NA
2021-12-27,"control","flow_waste",NA
2021-12-28,"control","flow_waste",NA
2021-12-29,"control","flow_waste",NA
2021-12-30,"control","flow_waste",NA
2021-12-31,"control","flow_waste",NA
2021-01-22,"control","MLSS",2088
2021-01-23,"control","MLSS",2052
2021-01-24,"control","MLSS",2176
2021-01-25,"control","MLSS",2100
2021-01-26,"control","MLSS",2208
2021-01-27,"control","MLSS",2328
2021-01-28,"control","MLSS",2010
2021-01-29,"control","MLSS",2328
2021-01-30,"control","MLSS",2216
2021-01-31,"control","MLSS",2332
2021-02-01,"control","MLSS",2676
2021-02-02,"control","MLSS",2748
2021-02-03,"control","MLSS",2746
2021-02-04,"control","MLSS",2744
2021-02-05,"control","MLSS",2712
2021-02-06,"control","MLSS",2784
2021-02-07,"control","MLSS",2712
2021-02-08,"control","MLSS",2624
2021-02-09,"control","MLSS",2416
2021-02-10,"control","MLSS",1992
2021-02-11,"control","MLSS",1788
2021-02-12,"control","MLSS",1716
2021-02-13,"control","MLSS",1512
2021-02-14,"control","MLSS",1336
2021-02-15,"control","MLSS",1324
2021-02-16,"control","MLSS",1312
2021-02-17,"control","MLSS",1476
2021-02-18,"control","MLSS",1592
2021-02-19,"control","MLSS",1616
2021-02-20,"control","MLSS",2152
2021-02-21,"control","MLSS",1856
2021-02-22,"control","MLSS",1788
2021-02-23,"control","MLSS",2008
2021-02-24,"control","MLSS",2100
2021-02-25,"control","MLSS",2064
2021-02-26,"control","MLSS",2260
2021-02-27,"control","MLSS",2080
2021-02-28,"control","MLSS",1748
2021-03-01,"control","MLSS",1832
2021-03-02,"control","MLSS",1896
2021-03-03,"control","MLSS",1884
2021-03-04,"control","MLSS",1660
2021-03-05,"control","MLSS",1788
2021-03-06,"control","MLSS",2020
2021-03-07,"control","MLSS",2040
2021-03-08,"control","MLSS",1904
2021-03-09,"control","MLSS",2052
2021-03-10,"control","MLSS",1932
2021-03-11,"control","MLSS",1944
2021-03-12,"control","MLSS",1992
2021-03-13,"control","MLSS",2124
2021-03-14,"control","MLSS",2004
2021-03-15,"control","MLSS",1932
2021-03-16,"control","MLSS",2008
2021-03-17,"control","MLSS",2068
2021-03-18,"control","MLSS",2344
2021-03-19,"control","MLSS",2440
2021-03-20,"control","MLSS",2460
2021-03-21,"control","MLSS",2328
2021-03-22,"control","MLSS",2324
2021-03-23,"control","MLSS",2164
2021-03-24,"control","MLSS",2240
2021-03-25,"control","MLSS",2164
2021-03-26,"control","MLSS",2092
2021-03-27,"control","MLSS",2240
2021-03-28,"control","MLSS",2132
2021-03-29,"control","MLSS",2128
2021-03-30,"control","MLSS",2292
2021-03-31,"control","MLSS",2080
2021-04-01,"control","MLSS",2052
2021-04-02,"control","MLSS",2032
2021-04-03,"control","MLSS",2100
2021-04-04,"control","MLSS",2004
2021-04-05,"control","MLSS",2024
2021-04-06,"control","MLSS",2164
2021-04-07,"control","MLSS",2072
2021-04-08,"control","MLSS",2088
2021-04-09,"control","MLSS",2380
2021-04-10,"control","MLSS",2244
2021-04-11,"control","MLSS",2244
2021-04-12,"control","MLSS",2164
2021-04-13,"control","MLSS",2052
2021-04-14,"control","MLSS",1952
2021-04-15,"control","MLSS",2024
2021-04-16,"control","MLSS",2040
2021-04-17,"control","MLSS",2072
2021-04-18,"control","MLSS",1960
2021-04-19,"control","MLSS",1960
2021-04-20,"control","MLSS",1924
2021-04-21,"control","MLSS",1852
2021-04-22,"control","MLSS",1916
2021-04-23,"control","MLSS",1908
2021-04-24,"control","MLSS",1988
2021-04-25,"control","MLSS",1896
2021-04-26,"control","MLSS",1912
2021-04-27,"control","MLSS",1912
2021-04-28,"control","MLSS",1876
2021-04-29,"control","MLSS",2064
2021-04-30,"control","MLSS",1960
2021-05-01,"control","MLSS",2048
2021-05-02,"control","MLSS",1912
2021-05-03,"control","MLSS",1856
2021-05-04,"control","MLSS",1872
2021-05-05,"control","MLSS",2008
2021-05-06,"control","MLSS",1916
2021-05-07,"control","MLSS",1872
2021-05-08,"control","MLSS",1992
2021-05-09,"control","MLSS",2068
2021-05-10,"control","MLSS",2476
2021-05-11,"control","MLSS",2536
2021-05-12,"control","MLSS",2640
2021-05-13,"control","MLSS",2600
2021-05-14,"control","MLSS",2320
2021-05-15,"control","MLSS",2400
2021-05-16,"control","MLSS",2340
2021-05-17,"control","MLSS",2276
2021-05-18,"control","MLSS",2328
2021-05-19,"control","MLSS",2360
2021-05-20,"control","MLSS",2352
2021-05-21,"control","MLSS",2396
2021-05-22,"control","MLSS",2176
2021-05-23,"control","MLSS",2176
2021-05-24,"control","MLSS",2172
2021-05-25,"control","MLSS",2104
2021-05-26,"control","MLSS",2056
2021-05-27,"control","MLSS",2172
2021-05-28,"control","MLSS",2192
2021-05-29,"control","MLSS",2216
2021-05-30,"control","MLSS",2144
2021-05-31,"control","MLSS",2052
2021-06-01,"control","MLSS",1972
2021-06-02,"control","MLSS",2044
2021-06-03,"control","MLSS",1940
2021-06-04,"control","MLSS",2060
2021-06-05,"control","MLSS",2184
2021-06-06,"control","MLSS",2036
2021-06-07,"control","MLSS",1868
2021-06-08,"control","MLSS",1780
2021-06-09,"control","MLSS",1944
2021-06-10,"control","MLSS",2048
2021-06-11,"control","MLSS",2100
2021-06-12,"control","MLSS",2116
2021-06-13,"control","MLSS",2016
2021-06-14,"control","MLSS",1880
2021-06-15,"control","MLSS",1692
2021-06-16,"control","MLSS",1644
2021-06-17,"control","MLSS",1656
2021-06-18,"control","MLSS",1524
2021-06-19,"control","MLSS",1776
2021-06-20,"control","MLSS",1760
2021-06-21,"control","MLSS",1840
2021-06-22,"control","MLSS",2068
2021-06-23,"control","MLSS",2076
2021-06-24,"control","MLSS",2276
2021-06-25,"control","MLSS",2052
2021-06-26,"control","MLSS",2060
2021-06-27,"control","MLSS",2076
2021-06-28,"control","MLSS",1812
2021-06-29,"control","MLSS",1840
2021-06-30,"control","MLSS",1868
2021-07-01,"control","MLSS",1964
2021-07-02,"control","MLSS",2400
2021-07-03,"control","MLSS",2476
2021-07-04,"control","MLSS",2212
2021-07-05,"control","MLSS",2028
2021-07-06,"control","MLSS",1976
2021-07-07,"control","MLSS",1976
2021-07-08,"control","MLSS",2236
2021-07-09,"control","MLSS",2308
2021-07-10,"control","MLSS",2388
2021-07-11,"control","MLSS",2272
2021-07-12,"control","MLSS",2036
2021-07-13,"control","MLSS",2076
2021-07-14,"control","MLSS",2160
2021-07-15,"control","MLSS",2100
2021-07-16,"control","MLSS",2260
2021-07-17,"control","MLSS",2076
2021-07-18,"control","MLSS",1936
2021-07-19,"control","MLSS",1760
2021-07-20,"control","MLSS",1852
2021-07-21,"control","MLSS",2016
2021-07-22,"control","MLSS",2152
2021-07-23,"control","MLSS",2144
2021-07-24,"control","MLSS",2112
2021-07-25,"control","MLSS",2192
2021-07-26,"control","MLSS",2020
2021-07-27,"control","MLSS",2004
2021-07-28,"control","MLSS",1804
2021-07-29,"control","MLSS",1932
2021-07-30,"control","MLSS",1820
2021-07-31,"control","MLSS",2364
2021-08-01,"control","MLSS",1992
2021-08-02,"control","MLSS",1868
2021-08-03,"control","MLSS",1956
2021-08-04,"control","MLSS",1956
2021-08-05,"control","MLSS",1804
2021-08-06,"control","MLSS",1912
2021-08-07,"control","MLSS",1832
2021-08-08,"control","MLSS",2032
2021-08-09,"control","MLSS",1948
2021-08-10,"control","MLSS",2048
2021-08-11,"control","MLSS",1896
2021-08-12,"control","MLSS",2148
2021-08-13,"control","MLSS",2136
2021-08-14,"control","MLSS",1876
2021-08-15,"control","MLSS",1864
2021-08-16,"control","MLSS",1920
2021-08-17,"control","MLSS",1952
2021-08-18,"control","MLSS",1944
2021-08-19,"control","MLSS",1964
2021-08-20,"control","MLSS",2116
2021-08-21,"control","MLSS",2140
2021-08-22,"control","MLSS",2032
2021-08-23,"control","MLSS",2080
2021-08-24,"control","MLSS",2004
2021-08-25,"control","MLSS",2340
2021-08-26,"control","MLSS",2424
2021-08-27,"control","MLSS",2388
2021-08-28,"control","MLSS",2356
